date,state,number
2017/01/01 00:00:00,Pará,45
1998/01/01 00:00:00,Pará,0
1999/01/01 00:00:00,Pará,4
2000/01/01 00:00:00,Pará,12
2001/01/01 00:00:00,Pará,7
2002/01/01 00:00:00,Pará,18
2003/01/01 00:00:00,Pará,3
2004/01/01 00:00:00,Pará,44
2005/01/01 00:00:00,Pará,37
2006/01/01 00:00:00,Pará,0
2007/01/01 00:00:00,Pará,9
2008/01/01 00:00:00,Pará,0
2009/01/01 00:00:00,Pará,7
2010/01/01 00:00:00,Pará,57
2011/01/01 00:00:00,Pará,16
2012/01/01 00:00:00,Pará,59
2013/01/01 00:00:00,Pará,42
2014/01/01 00:00:00,Pará,70
2015/01/01 00:00:00,Pará,95
2016/01/01 00:00:00,Pará,154
2017/01/01 00:00:00,Pará,114
1998/01/01 00:00:00,Pará,58
1999/01/01 00:00:00,Pará,37
2000/01/01 00:00:00,Pará,59
2001/01/01 00:00:00,Pará,42
2002/01/01 00:00:00,Pará,149
2003/01/01 00:00:00,Pará,64
2004/01/01 00:00:00,Pará,340
2005/01/01 00:00:00,Pará,304
2006/01/01 00:00:00,Pará,78
2007/01/01 00:00:00,Pará,129
2008/01/01 00:00:00,Pará,48
2009/01/01 00:00:00,Pará,38
2010/01/01 00:00:00,Pará,94
2011/01/01 00:00:00,Pará,105
2012/01/01 00:00:00,Pará,183
2013/01/01 00:00:00,Pará,173
2014/01/01 00:00:00,Pará,319
2015/01/01 00:00:00,Pará,265
2016/01/01 00:00:00,Pará,502
2017/01/01 00:00:00,Pará,679
1998/01/01 00:00:00,Pará,638
1999/01/01 00:00:00,Pará,982
2000/01/01 00:00:00,Pará,426
2001/01/01 00:00:00,Pará,708
2002/01/01 00:00:00,Pará,772
2003/01/01 00:00:00,Pará,1.571
2004/01/01 00:00:00,Pará,4.436
2005/01/01 00:00:00,Pará,4.364
2006/01/01 00:00:00,Pará,615
2007/01/01 00:00:00,Pará,476
2008/01/01 00:00:00,Pará,971
2009/01/01 00:00:00,Pará,397
2010/01/01 00:00:00,Pará,1.432
2011/01/01 00:00:00,Pará,632
2012/01/01 00:00:00,Pará,661
2013/01/01 00:00:00,Pará,447
2014/01/01 00:00:00,Pará,825
2015/01/01 00:00:00,Pará,906
2016/01/01 00:00:00,Pará,1.579
2017/01/01 00:00:00,Pará,4.985
1998/01/01 00:00:00,Pará,6.815
1999/01/01 00:00:00,Pará,6.178
2000/01/01 00:00:00,Pará,5.484
2001/01/01 00:00:00,Pará,9.043
2002/01/01 00:00:00,Pará,15.664
2003/01/01 00:00:00,Pará,6.255
2004/01/01 00:00:00,Pará,12.812
2005/01/01 00:00:00,Pará,13.055
2006/01/01 00:00:00,Pará,7.575
2007/01/01 00:00:00,Pará,14.352
2008/01/01 00:00:00,Pará,4.435
2009/01/01 00:00:00,Pará,3.859
2010/01/01 00:00:00,Pará,18.13
2011/01/01 00:00:00,Pará,2.195
2012/01/01 00:00:00,Pará,6.964
2013/01/01 00:00:00,Pará,2.161
2014/01/01 00:00:00,Pará,8.555
2015/01/01 00:00:00,Pará,7.913
2016/01/01 00:00:00,Pará,4.863
2017/01/01 00:00:00,Pará,11.962
1998/01/01 00:00:00,Pará,6.237
1999/01/01 00:00:00,Pará,4.419
2000/01/01 00:00:00,Pará,2.569
2001/01/01 00:00:00,Pará,6.139
2002/01/01 00:00:00,Pará,5.609
2003/01/01 00:00:00,Pará,8.447
2004/01/01 00:00:00,Pará,9.471
2005/01/01 00:00:00,Pará,9.032
2006/01/01 00:00:00,Pará,8.372
2007/01/01 00:00:00,Pará,14.59
2008/01/01 00:00:00,Pará,6.294
2009/01/01 00:00:00,Pará,6.051
2010/01/01 00:00:00,Pará,10.81
2011/01/01 00:00:00,Pará,5.185
2012/01/01 00:00:00,Pará,6.87
2013/01/01 00:00:00,Pará,3.36
2014/01/01 00:00:00,Pará,6.787
2015/01/01 00:00:00,Pará,11.068
2016/01/01 00:00:00,Pará,3.953
2017/01/01 00:00:00,Pará,25.004
1998/01/01 00:00:00,Pará,3.665
1999/01/01 00:00:00,Pará,5.026
2000/01/01 00:00:00,Pará,4.313
2001/01/01 00:00:00,Pará,5.096
2002/01/01 00:00:00,Pará,5.189
2003/01/01 00:00:00,Pará,3.803
2004/01/01 00:00:00,Pará,4.726
2005/01/01 00:00:00,Pará,5.083
2006/01/01 00:00:00,Pará,5.964
2007/01/01 00:00:00,Pará,2.504
2008/01/01 00:00:00,Pará,6.653
2009/01/01 00:00:00,Pará,6.342
2010/01/01 00:00:00,Pará,3.843
2011/01/01 00:00:00,Pará,3.141
2012/01/01 00:00:00,Pará,3.714
2013/01/01 00:00:00,Pará,4.921
2014/01/01 00:00:00,Pará,6.448
2015/01/01 00:00:00,Pará,7.781
2016/01/01 00:00:00,Pará,5.281
2017/01/01 00:00:00,Pará,7.628
1998/01/01 00:00:00,Pará,1.861
1999/01/01 00:00:00,Pará,2.682
2000/01/01 00:00:00,Pará,3.366
2001/01/01 00:00:00,Pará,4.938
2002/01/01 00:00:00,Pará,7.996
2003/01/01 00:00:00,Pará,6.195
2004/01/01 00:00:00,Pará,9.842
2005/01/01 00:00:00,Pará,4.968
2006/01/01 00:00:00,Pará,2.883
2007/01/01 00:00:00,Pará,2.89
2008/01/01 00:00:00,Pará,2.403
2009/01/01 00:00:00,Pará,10.012
2010/01/01 00:00:00,Pará,4.417
2011/01/01 00:00:00,Pará,3.043
2012/01/01 00:00:00,Pará,6.156
2013/01/01 00:00:00,Pará,3.688
2014/01/01 00:00:00,Pará,7.767
2015/01/01 00:00:00,Pará,9.643
2016/01/01 00:00:00,Pará,7.879
2017/01/01 00:00:00,Pará,9.079
1998/01/01 00:00:00,Pará,1.008
1999/01/01 00:00:00,Pará,766
2000/01/01 00:00:00,Pará,1.698
2001/01/01 00:00:00,Pará,2.564
2002/01/01 00:00:00,Pará,3.118
2003/01/01 00:00:00,Pará,4.787
2004/01/01 00:00:00,Pará,5.508
2005/01/01 00:00:00,Pará,1.495
2006/01/01 00:00:00,Pará,1.417
2007/01/01 00:00:00,Pará,689
2008/01/01 00:00:00,Pará,684
2009/01/01 00:00:00,Pará,2.832
2010/01/01 00:00:00,Pará,1.612
2011/01/01 00:00:00,Pará,3.218
2012/01/01 00:00:00,Pará,1.812
2013/01/01 00:00:00,Pará,5.514
2014/01/01 00:00:00,Pará,4.828
2015/01/01 00:00:00,Pará,6.61
2016/01/01 00:00:00,Pará,3.3
1998/01/01 00:00:00,Paraíba,0
1999/01/01 00:00:00,Paraíba,26
2000/01/01 00:00:00,Paraíba,0
2001/01/01 00:00:00,Paraíba,11
2002/01/01 00:00:00,Paraíba,5
2003/01/01 00:00:00,Paraíba,70
2004/01/01 00:00:00,Paraíba,33
2005/01/01 00:00:00,Paraíba,178
2006/01/01 00:00:00,Paraíba,83
2007/01/01 00:00:00,Paraíba,69
2008/01/01 00:00:00,Paraíba,77
2009/01/01 00:00:00,Paraíba,115
2010/01/01 00:00:00,Paraíba,46
2011/01/01 00:00:00,Paraíba,11
2012/01/01 00:00:00,Paraíba,61
2013/01/01 00:00:00,Paraíba,38
2014/01/01 00:00:00,Paraíba,75
2015/01/01 00:00:00,Paraíba,42
2016/01/01 00:00:00,Paraíba,18
2017/01/01 00:00:00,Paraíba,23
1998/01/01 00:00:00,Paraíba,0
1999/01/01 00:00:00,Paraíba,2
2000/01/01 00:00:00,Paraíba,11
2001/01/01 00:00:00,Paraíba,6
2002/01/01 00:00:00,Paraíba,18
2003/01/01 00:00:00,Paraíba,3
2004/01/01 00:00:00,Paraíba,3
2005/01/01 00:00:00,Paraíba,15
2006/01/01 00:00:00,Paraíba,7
2007/01/01 00:00:00,Paraíba,7
2008/01/01 00:00:00,Paraíba,20
2009/01/01 00:00:00,Paraíba,9
2010/01/01 00:00:00,Paraíba,15
2011/01/01 00:00:00,Paraíba,5
2012/01/01 00:00:00,Paraíba,15
2013/01/01 00:00:00,Paraíba,9
2014/01/01 00:00:00,Paraíba,6
2015/01/01 00:00:00,Paraíba,15
2016/01/01 00:00:00,Paraíba,4
2017/01/01 00:00:00,Paraíba,8
1998/01/01 00:00:00,Paraíba,0
1999/01/01 00:00:00,Paraíba,1
2000/01/01 00:00:00,Paraíba,5
2001/01/01 00:00:00,Paraíba,0
2002/01/01 00:00:00,Paraíba,3
2003/01/01 00:00:00,Paraíba,0
2004/01/01 00:00:00,Paraíba,3
2005/01/01 00:00:00,Paraíba,13
2006/01/01 00:00:00,Paraíba,4
2007/01/01 00:00:00,Paraíba,1
2008/01/01 00:00:00,Paraíba,8
2009/01/01 00:00:00,Paraíba,2
2010/01/01 00:00:00,Paraíba,16
2011/01/01 00:00:00,Paraíba,6
2012/01/01 00:00:00,Paraíba,4
2013/01/01 00:00:00,Paraíba,3
2014/01/01 00:00:00,Paraíba,18
2015/01/01 00:00:00,Paraíba,7
2016/01/01 00:00:00,Paraíba,1
2017/01/01 00:00:00,Paraíba,2
1998/01/01 00:00:00,Paraíba,0
1999/01/01 00:00:00,Paraíba,3
2000/01/01 00:00:00,Paraíba,1
2001/01/01 00:00:00,Paraíba,0
2002/01/01 00:00:00,Paraíba,1
2003/01/01 00:00:00,Paraíba,0
2004/01/01 00:00:00,Paraíba,3
2005/01/01 00:00:00,Paraíba,2
2006/01/01 00:00:00,Paraíba,0
2007/01/01 00:00:00,Paraíba,0
2008/01/01 00:00:00,Paraíba,0
2009/01/01 00:00:00,Paraíba,1
2010/01/01 00:00:00,Paraíba,2
2011/01/01 00:00:00,Paraíba,2
2012/01/01 00:00:00,Paraíba,13
2013/01/01 00:00:00,Paraíba,6
2014/01/01 00:00:00,Paraíba,8
2015/01/01 00:00:00,Paraíba,11
2016/01/01 00:00:00,Paraíba,1
2017/01/01 00:00:00,Paraíba,1
1998/01/01 00:00:00,Paraíba,0
1999/01/01 00:00:00,Paraíba,0
2000/01/01 00:00:00,Paraíba,0
2001/01/01 00:00:00,Paraíba,4
2002/01/01 00:00:00,Paraíba,1
2003/01/01 00:00:00,Paraíba,0
2004/01/01 00:00:00,Paraíba,1
2005/01/01 00:00:00,Paraíba,0
2006/01/01 00:00:00,Paraíba,0
2007/01/01 00:00:00,Paraíba,0
2008/01/01 00:00:00,Paraíba,0
2009/01/01 00:00:00,Paraíba,0
2010/01/01 00:00:00,Paraíba,10
2011/01/01 00:00:00,Paraíba,0
2012/01/01 00:00:00,Paraíba,10
2013/01/01 00:00:00,Paraíba,3
2014/01/01 00:00:00,Paraíba,1
2015/01/01 00:00:00,Paraíba,6
2016/01/01 00:00:00,Paraíba,1
2017/01/01 00:00:00,Paraíba,1
1998/01/01 00:00:00,Paraíba,3
1999/01/01 00:00:00,Paraíba,1
2000/01/01 00:00:00,Paraíba,2
2001/01/01 00:00:00,Paraíba,0
2002/01/01 00:00:00,Paraíba,1
2003/01/01 00:00:00,Paraíba,0
2004/01/01 00:00:00,Paraíba,0
2005/01/01 00:00:00,Paraíba,0
2006/01/01 00:00:00,Paraíba,0
2007/01/01 00:00:00,Paraíba,0
2008/01/01 00:00:00,Paraíba,0
2009/01/01 00:00:00,Paraíba,0
2010/01/01 00:00:00,Paraíba,3
2011/01/01 00:00:00,Paraíba,2
2012/01/01 00:00:00,Paraíba,5
2013/01/01 00:00:00,Paraíba,3
2014/01/01 00:00:00,Paraíba,1
2015/01/01 00:00:00,Paraíba,0
2016/01/01 00:00:00,Paraíba,4
2017/01/01 00:00:00,Paraíba,0
1998/01/01 00:00:00,Paraíba,0
1999/01/01 00:00:00,Paraíba,1
2000/01/01 00:00:00,Paraíba,0
2001/01/01 00:00:00,Paraíba,8
2002/01/01 00:00:00,Paraíba,8
2003/01/01 00:00:00,Paraíba,6
2004/01/01 00:00:00,Paraíba,1
2005/01/01 00:00:00,Paraíba,0
2006/01/01 00:00:00,Paraíba,1
2007/01/01 00:00:00,Paraíba,1
2008/01/01 00:00:00,Paraíba,0
2009/01/01 00:00:00,Paraíba,3
2010/01/01 00:00:00,Paraíba,7
2011/01/01 00:00:00,Paraíba,6
2012/01/01 00:00:00,Paraíba,5
2013/01/01 00:00:00,Paraíba,1
2014/01/01 00:00:00,Paraíba,9
2015/01/01 00:00:00,Paraíba,3
2016/01/01 00:00:00,Paraíba,22
2017/01/01 00:00:00,Paraíba,2
1998/01/01 00:00:00,Paraíba,3
1999/01/01 00:00:00,Paraíba,4
2000/01/01 00:00:00,Paraíba,7
2001/01/01 00:00:00,Paraíba,34
2002/01/01 00:00:00,Paraíba,38
2003/01/01 00:00:00,Paraíba,14
2004/01/01 00:00:00,Paraíba,18
2005/01/01 00:00:00,Paraíba,0
2006/01/01 00:00:00,Paraíba,3
2007/01/01 00:00:00,Paraíba,8
2008/01/01 00:00:00,Paraíba,1
2009/01/01 00:00:00,Paraíba,4
2010/01/01 00:00:00,Paraíba,9
2011/01/01 00:00:00,Paraíba,12
2012/01/01 00:00:00,Paraíba,13
2013/01/01 00:00:00,Paraíba,3
2014/01/01 00:00:00,Paraíba,30
2015/01/01 00:00:00,Paraíba,5
2016/01/01 00:00:00,Paraíba,50
2017/01/01 00:00:00,Paraíba,3
1998/01/01 00:00:00,Paraíba,50
1999/01/01 00:00:00,Paraíba,14
2000/01/01 00:00:00,Paraíba,9
2001/01/01 00:00:00,Paraíba,98
2002/01/01 00:00:00,Paraíba,63
2003/01/01 00:00:00,Paraíba,81
2004/01/01 00:00:00,Paraíba,34
2005/01/01 00:00:00,Paraíba,13
2006/01/01 00:00:00,Paraíba,27
2007/01/01 00:00:00,Paraíba,22
2008/01/01 00:00:00,Paraíba,21
2009/01/01 00:00:00,Paraíba,28
2010/01/01 00:00:00,Paraíba,37
2011/01/01 00:00:00,Paraíba,55
2012/01/01 00:00:00,Paraíba,71
2013/01/01 00:00:00,Paraíba,25
2014/01/01 00:00:00,Paraíba,51
2015/01/01 00:00:00,Paraíba,48
2016/01/01 00:00:00,Paraíba,131
2017/01/01 00:00:00,Paraíba,30
1998/01/01 00:00:00,Paraíba,179
1999/01/01 00:00:00,Paraíba,48
2000/01/01 00:00:00,Paraíba,125
2001/01/01 00:00:00,Paraíba,279
2002/01/01 00:00:00,Paraíba,193
2003/01/01 00:00:00,Paraíba,381
2004/01/01 00:00:00,Paraíba,190
2005/01/01 00:00:00,Paraíba,155
2006/01/01 00:00:00,Paraíba,135
2007/01/01 00:00:00,Paraíba,111
2008/01/01 00:00:00,Paraíba,80
2009/01/01 00:00:00,Paraíba,117
2010/01/01 00:00:00,Paraíba,150
2011/01/01 00:00:00,Paraíba,200
2012/01/01 00:00:00,Paraíba,136
2013/01/01 00:00:00,Paraíba,58
2014/01/01 00:00:00,Paraíba,70
2015/01/01 00:00:00,Paraíba,121
2016/01/01 00:00:00,Paraíba,304
2017/01/01 00:00:00,Paraíba,123
1998/01/01 00:00:00,Paraíba,46
1999/01/01 00:00:00,Paraíba,38
2000/01/01 00:00:00,Paraíba,65
2001/01/01 00:00:00,Paraíba,294
2002/01/01 00:00:00,Paraíba,238
2003/01/01 00:00:00,Paraíba,538
2004/01/01 00:00:00,Paraíba,331
2005/01/01 00:00:00,Paraíba,280
2006/01/01 00:00:00,Paraíba,215
2007/01/01 00:00:00,Paraíba,256
2008/01/01 00:00:00,Paraíba,175
2009/01/01 00:00:00,Paraíba,428
2010/01/01 00:00:00,Paraíba,451
2011/01/01 00:00:00,Paraíba,359
2012/01/01 00:00:00,Paraíba,130
2013/01/01 00:00:00,Paraíba,95
2014/01/01 00:00:00,Paraíba,111
2015/01/01 00:00:00,Paraíba,206
2016/01/01 00:00:00,Paraíba,132
2017/01/01 00:00:00,Paraíba,101
1998/01/01 00:00:00,Paraíba,51
1999/01/01 00:00:00,Paraíba,40
2000/01/01 00:00:00,Paraíba,34
2001/01/01 00:00:00,Paraíba,70
2002/01/01 00:00:00,Paraíba,163
2003/01/01 00:00:00,Paraíba,288
2004/01/01 00:00:00,Paraíba,351
2005/01/01 00:00:00,Paraíba,159
2006/01/01 00:00:00,Paraíba,196
2007/01/01 00:00:00,Paraíba,133
2008/01/01 00:00:00,Paraíba,187
2009/01/01 00:00:00,Paraíba,270
2010/01/01 00:00:00,Paraíba,65
2011/01/01 00:00:00,Paraíba,179
2012/01/01 00:00:00,Paraíba,62
2013/01/01 00:00:00,Paraíba,78
2014/01/01 00:00:00,Paraíba,62
2015/01/01 00:00:00,Paraíba,122
2016/01/01 00:00:00,Paraíba,8
1998/01/01 00:00:00,Paraíba,0
1999/01/01 00:00:00,Paraíba,7
2000/01/01 00:00:00,Paraíba,49
2001/01/01 00:00:00,Paraíba,32
2002/01/01 00:00:00,Paraíba,47
2003/01/01 00:00:00,Paraíba,109
2004/01/01 00:00:00,Paraíba,88
2005/01/01 00:00:00,Paraíba,55
2006/01/01 00:00:00,Paraíba,78
2007/01/01 00:00:00,Paraíba,11
2008/01/01 00:00:00,Paraíba,35
2009/01/01 00:00:00,Paraíba,35
2010/01/01 00:00:00,Paraíba,18
2011/01/01 00:00:00,Paraíba,35
2012/01/01 00:00:00,Paraíba,31
2013/01/01 00:00:00,Paraíba,28
2014/01/01 00:00:00,Paraíba,86
2015/01/01 00:00:00,Paraíba,120
2016/01/01 00:00:00,Paraíba,113
2017/01/01 00:00:00,Paraíba,55
1998/01/01 00:00:00,Paraíba,0
1999/01/01 00:00:00,Paraíba,22
2000/01/01 00:00:00,Paraíba,67
2001/01/01 00:00:00,Paraíba,8
2002/01/01 00:00:00,Paraíba,24
2003/01/01 00:00:00,Paraíba,46
2004/01/01 00:00:00,Paraíba,42
2005/01/01 00:00:00,Paraíba,77
2006/01/01 00:00:00,Paraíba,60
2007/01/01 00:00:00,Paraíba,32
2008/01/01 00:00:00,Paraíba,38
2009/01/01 00:00:00,Paraíba,21
2010/01/01 00:00:00,Paraíba,46
2011/01/01 00:00:00,Paraíba,8
2012/01/01 00:00:00,Paraíba,40
2013/01/01 00:00:00,Paraíba,9
2014/01/01 00:00:00,Paraíba,52
2015/01/01 00:00:00,Paraíba,58
2016/01/01 00:00:00,Paraíba,31
2017/01/01 00:00:00,Paraíba,60
1998/01/01 00:00:00,Paraíba,0
1999/01/01 00:00:00,Paraíba,40
2000/01/01 00:00:00,Paraíba,52
2001/01/01 00:00:00,Paraíba,12
2002/01/01 00:00:00,Paraíba,18
2003/01/01 00:00:00,Paraíba,76
2004/01/01 00:00:00,Paraíba,83
2005/01/01 00:00:00,Paraíba,84
2006/01/01 00:00:00,Paraíba,56
2007/01/01 00:00:00,Paraíba,54
2008/01/01 00:00:00,Paraíba,43
2009/01/01 00:00:00,Paraíba,57
2010/01/01 00:00:00,Paraíba,22
2011/01/01 00:00:00,Paraíba,21
2012/01/01 00:00:00,Paraíba,55
2013/01/01 00:00:00,Paraíba,18
2014/01/01 00:00:00,Paraíba,42
2015/01/01 00:00:00,Paraíba,55
2016/01/01 00:00:00,Paraíba,63
2017/01/01 00:00:00,Paraíba,43
1998/01/01 00:00:00,Paraíba,0
1999/01/01 00:00:00,Paraíba,39
2000/01/01 00:00:00,Paraíba,51
2001/01/01 00:00:00,Paraíba,43
2002/01/01 00:00:00,Paraíba,84
2003/01/01 00:00:00,Paraíba,130
2004/01/01 00:00:00,Paraíba,68
2005/01/01 00:00:00,Paraíba,22
2006/01/01 00:00:00,Paraíba,49
2007/01/01 00:00:00,Paraíba,14
2008/01/01 00:00:00,Paraíba,62
2009/01/01 00:00:00,Paraíba,80
2010/01/01 00:00:00,Paraíba,71
2011/01/01 00:00:00,Paraíba,38
2012/01/01 00:00:00,Paraíba,38
2013/01/01 00:00:00,Paraíba,72
2014/01/01 00:00:00,Paraíba,38
2015/01/01 00:00:00,Paraíba,83
2016/01/01 00:00:00,Paraíba,167
2017/01/01 00:00:00,Paraíba,77
1998/01/01 00:00:00,Paraíba,0
1999/01/01 00:00:00,Paraíba,57
2000/01/01 00:00:00,Paraíba,43
2001/01/01 00:00:00,Paraíba,26
2002/01/01 00:00:00,Paraíba,65
2003/01/01 00:00:00,Paraíba,115
2004/01/01 00:00:00,Paraíba,9
2005/01/01 00:00:00,Paraíba,125
2006/01/01 00:00:00,Paraíba,90
2007/01/01 00:00:00,Paraíba,14
2008/01/01 00:00:00,Paraíba,41
2009/01/01 00:00:00,Paraíba,117
2010/01/01 00:00:00,Paraíba,39
2011/01/01 00:00:00,Paraíba,97
2012/01/01 00:00:00,Paraíba,86
2013/01/01 00:00:00,Paraíba,85
2014/01/01 00:00:00,Paraíba,109
2015/01/01 00:00:00,Paraíba,77
2016/01/01 00:00:00,Paraíba,72
2017/01/01 00:00:00,Paraíba,49
1998/01/01 00:00:00,Paraíba,36
1999/01/01 00:00:00,Paraíba,31
2000/01/01 00:00:00,Paraíba,53
2001/01/01 00:00:00,Paraíba,43
2002/01/01 00:00:00,Paraíba,115
2003/01/01 00:00:00,Paraíba,159
2004/01/01 00:00:00,Paraíba,147
2005/01/01 00:00:00,Paraíba,114
2006/01/01 00:00:00,Paraíba,62
2007/01/01 00:00:00,Paraíba,57
2008/01/01 00:00:00,Paraíba,17
2009/01/01 00:00:00,Paraíba,105
2010/01/01 00:00:00,Paraíba,55
2011/01/01 00:00:00,Paraíba,162
2012/01/01 00:00:00,Paraíba,77
2013/01/01 00:00:00,Paraíba,52
2014/01/01 00:00:00,Paraíba,112
2015/01/01 00:00:00,Paraíba,201
2016/01/01 00:00:00,Paraíba,238
2017/01/01 00:00:00,Paraíba,169
1998/01/01 00:00:00,Paraíba,59
1999/01/01 00:00:00,Paraíba,94
2000/01/01 00:00:00,Paraíba,98
2001/01/01 00:00:00,Paraíba,122
2002/01/01 00:00:00,Paraíba,172
2003/01/01 00:00:00,Paraíba,101
2004/01/01 00:00:00,Paraíba,148
2005/01/01 00:00:00,Paraíba,155
2006/01/01 00:00:00,Paraíba,139
2007/01/01 00:00:00,Paraíba,60
2008/01/01 00:00:00,Paraíba,87
2009/01/01 00:00:00,Paraíba,34
2010/01/01 00:00:00,Paraíba,196
2011/01/01 00:00:00,Paraíba,262
2012/01/01 00:00:00,Paraíba,111
2013/01/01 00:00:00,Paraíba,168
2014/01/01 00:00:00,Paraíba,215
2015/01/01 00:00:00,Paraíba,137
2016/01/01 00:00:00,Paraíba,504
2017/01/01 00:00:00,Paraíba,891
1998/01/01 00:00:00,Paraíba,42
1999/01/01 00:00:00,Paraíba,938
2000/01/01 00:00:00,Paraíba,849
2001/01/01 00:00:00,Paraíba,342
2002/01/01 00:00:00,Paraíba,1.593
2003/01/01 00:00:00,Paraíba,1.896
2004/01/01 00:00:00,Paraíba,1.237
2005/01/01 00:00:00,Paraíba,800
2006/01/01 00:00:00,Paraíba,844
2007/01/01 00:00:00,Paraíba,580
2008/01/01 00:00:00,Paraíba,205
2009/01/01 00:00:00,Paraíba,844
2010/01/01 00:00:00,Paraíba,733
2011/01/01 00:00:00,Paraíba,435
2012/01/01 00:00:00,Paraíba,522
2013/01/01 00:00:00,Paraíba,481
2014/01/01 00:00:00,Paraíba,646
2015/01/01 00:00:00,Paraíba,651
2016/01/01 00:00:00,Paraíba,1.01
2017/01/01 00:00:00,Paraíba,987
1998/01/01 00:00:00,Paraíba,61
1999/01/01 00:00:00,Paraíba,878
2000/01/01 00:00:00,Paraíba,381
2001/01/01 00:00:00,Paraíba,258
2002/01/01 00:00:00,Paraíba,1.071
2003/01/01 00:00:00,Paraíba,2.446
2004/01/01 00:00:00,Paraíba,1.36
2005/01/01 00:00:00,Paraíba,386
2006/01/01 00:00:00,Paraíba,866
2007/01/01 00:00:00,Paraíba,960
2008/01/01 00:00:00,Paraíba,413
2009/01/01 00:00:00,Paraíba,149
2010/01/01 00:00:00,Paraíba,270
2011/01/01 00:00:00,Paraíba,913
2012/01/01 00:00:00,Paraíba,459
2013/01/01 00:00:00,Paraíba,476
2014/01/01 00:00:00,Paraíba,443
2015/01/01 00:00:00,Paraíba,599
2016/01/01 00:00:00,Paraíba,1.371
2017/01/01 00:00:00,Paraíba,1.706
1998/01/01 00:00:00,Paraíba,61
1999/01/01 00:00:00,Paraíba,452
2000/01/01 00:00:00,Paraíba,658
2001/01/01 00:00:00,Paraíba,209
2002/01/01 00:00:00,Paraíba,399
2003/01/01 00:00:00,Paraíba,1.228
2004/01/01 00:00:00,Paraíba,666
2005/01/01 00:00:00,Paraíba,157
2006/01/01 00:00:00,Paraíba,327
2007/01/01 00:00:00,Paraíba,194
2008/01/01 00:00:00,Paraíba,78
2009/01/01 00:00:00,Paraíba,424
2010/01/01 00:00:00,Paraíba,230
2011/01/01 00:00:00,Paraíba,256
2012/01/01 00:00:00,Paraíba,145
2013/01/01 00:00:00,Paraíba,233
2014/01/01 00:00:00,Paraíba,411
2015/01/01 00:00:00,Paraíba,158
2016/01/01 00:00:00,Paraíba,193
2017/01/01 00:00:00,Paraíba,134
1998/01/01 00:00:00,Paraíba,143
1999/01/01 00:00:00,Paraíba,447
2000/01/01 00:00:00,Paraíba,85
2001/01/01 00:00:00,Paraíba,89
2002/01/01 00:00:00,Paraíba,425
2003/01/01 00:00:00,Paraíba,503
2004/01/01 00:00:00,Paraíba,388
2005/01/01 00:00:00,Paraíba,597
2006/01/01 00:00:00,Paraíba,60
2007/01/01 00:00:00,Paraíba,59
2008/01/01 00:00:00,Paraíba,39
2009/01/01 00:00:00,Paraíba,90
2010/01/01 00:00:00,Paraíba,183
2011/01/01 00:00:00,Paraíba,138
2012/01/01 00:00:00,Paraíba,142
2013/01/01 00:00:00,Paraíba,126
2014/01/01 00:00:00,Paraíba,68
2015/01/01 00:00:00,Paraíba,18
2016/01/01 00:00:00,Paraíba,275
2017/01/01 00:00:00,Paraíba,292
1998/01/01 00:00:00,Paraíba,82
1999/01/01 00:00:00,Paraíba,254
2000/01/01 00:00:00,Paraíba,159
2001/01/01 00:00:00,Paraíba,85
2002/01/01 00:00:00,Paraíba,165
2003/01/01 00:00:00,Paraíba,171
2004/01/01 00:00:00,Paraíba,151
2005/01/01 00:00:00,Paraíba,40
2006/01/01 00:00:00,Paraíba,6
2007/01/01 00:00:00,Paraíba,22
2008/01/01 00:00:00,Paraíba,62
2009/01/01 00:00:00,Paraíba,30
2010/01/01 00:00:00,Paraíba,37
2011/01/01 00:00:00,Paraíba,78
2012/01/01 00:00:00,Paraíba,54
2013/01/01 00:00:00,Paraíba,155
2014/01/01 00:00:00,Paraíba,78
2015/01/01 00:00:00,Paraíba,30
2016/01/01 00:00:00,Paraíba,45
1998/01/01 00:00:00,Pernambuco,0
1999/01/01 00:00:00,Pernambuco,102
2000/01/01 00:00:00,Pernambuco,3
2001/01/01 00:00:00,Pernambuco,7
2002/01/01 00:00:00,Pernambuco,10
2003/01/01 00:00:00,Pernambuco,188
2004/01/01 00:00:00,Pernambuco,29
2005/01/01 00:00:00,Pernambuco,221
2006/01/01 00:00:00,Pernambuco,148
2007/01/01 00:00:00,Pernambuco,156
2008/01/01 00:00:00,Pernambuco,170
2009/01/01 00:00:00,Pernambuco,256
2010/01/01 00:00:00,Pernambuco,47
2011/01/01 00:00:00,Pernambuco,49
2012/01/01 00:00:00,Pernambuco,146
2013/01/01 00:00:00,Pernambuco,55
2014/01/01 00:00:00,Pernambuco,99
2015/01/01 00:00:00,Pernambuco,109
2016/01/01 00:00:00,Pernambuco,24
2017/01/01 00:00:00,Pernambuco,52
1998/01/01 00:00:00,Pernambuco,0
1999/01/01 00:00:00,Pernambuco,13
2000/01/01 00:00:00,Pernambuco,4
2001/01/01 00:00:00,Pernambuco,2
2002/01/01 00:00:00,Pernambuco,19
2003/01/01 00:00:00,Pernambuco,35
2004/01/01 00:00:00,Pernambuco,8
2005/01/01 00:00:00,Pernambuco,33
2006/01/01 00:00:00,Pernambuco,41
2007/01/01 00:00:00,Pernambuco,21
2008/01/01 00:00:00,Pernambuco,48
